interview_id,name,age,gender,role_applied,industry_skills,jd,interview_date,transcript
INT1077,Saanvi Menon,33,Other,Data Analyst,"data analysis, sql, excel, visualization, statistics","Analyze business data, build dashboards and reports, and support decision making with insights. Strong SQL and visualization experience required.",2025-09-09,"Saanvi Menon: Good afternoon, thank you for taking the time.
Interviewer: You're welcome. Let's start with some questions.
Interviewer: Which tools and technologies do you use?
Saanvi Menon: I regularly use tools like JIRA and Trello for tracking.
Interviewer: Which tools and technologies do you use?
Saanvi Menon: I use SQL and Excel for analysis and reporting.
Interviewer: How do you handle deadlines and pressure?
Saanvi Menon: I graduated in Computer Science and have worked on projects involving data analysis, sql.
Interviewer: Do you have any questions for us?
Saanvi Menon: Thank well you for your time. I'm excited about this opportunity.
Interviewer: What is a weakness you are working on?
Saanvi Menon: I can be cautious with deadlines, and I'm working on prioritization.
Interviewer: Which tools and technologies do you use?
Saanvi Menon: I regularly use tools like JIRA and Trello for tracking.
Interviewer: Tell me about a recent technical/project you worked on.
Candidate: I worked on projects using data analysis, sql, excel.
Interviewer: Describe your role in your last project.
Candidate: For technical tasks I usually rely on data analysis and complement it with sql.
Interviewer: Do you have any questions for us?
Saanvi Menon: Thank you for your time. I'm excited about this opportunity."
INT1078,Anaya Bhatt,32,Male,Data Analyst,"data analysis, sql, excel, visualization, statistics","Analyze business data, build dashboards and reports, and support decision making with insights. Strong SQL and visualization experience required.",2024-03-02,"Anaya Bhatt: Good morning! Thank you for this opportunity.
Interviewer: You're welcome. Let's start with some questions.
Interviewer: To begin, can you tell me about yourself?
Anaya Bhatt: I have around 7 years of experience focusing on data analysis, sql.
Interviewer: To begin, can you tell me about yourself?
Anaya Bhatt: I have around 4 years of experience focusing on data analysis, sql.
Interviewer: Describe your role in your last project.
Anaya Bhatt: My last project involved sql and cross-functional coordination.
Interviewer: How do you approach learning a new skill?
Anaya Bhatt: I I mean take hands-on courses and apply them to projects.
Interviewer: What is a weakness you are working on?
Anaya Bhatt: I ... can be cautious with deadlines, and I'm working on prioritization.
Interviewer: What motivates you at work?
Anaya Bhatt: I ... want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: Describe your role in your last project.
Anaya Bhatt: I developed a tool using data analysis that automated a lot of manual work.
Interviewer: Can you walk me through a challenging problem you solved?
Anaya Bhatt: For technical tasks I usually rely on data analysis and complement it with sql.
Interviewer: Tell me about a recent technical/project you worked on.
Anaya Bhatt: I developed a tool using data analysis that automated a lot of manual work.
Interviewer: What are your key strengths?
Anaya Bhatt: My strengths are data analysis and sql.
Interviewer: How do you handle deadlines and pressure?
Candidate: I enjoy mentoring juniors and helping the team grow.
Interviewer: That concludes our questions. Do you have anything to ask us?
Anaya Bhatt: No, thank you. I look forward to hearing from you."
INT1079,Vivaan Reddy,41,Female,Data Analyst,"data analysis, sql, excel, visualization, statistics","Analyze business data, build dashboards and reports, and support decision making with insights. Strong SQL and visualization experience required.",2024-09-30,"Vivaan Reddy: Good morning! Thank you for this opportunity.
Interviewer: Thanks for joining — let's begin.
Interviewer: Tell me about a recent technical/project you worked on.
Vivaan Reddy: I led a project where we used data analysis to deliver a solution that improved metrics.
Interviewer: What are your key strengths?
Vivaan Reddy: I ... enjoy problem-solving and collaborating with teams.
Interviewer: Which tools and technologies do you use?
Candidate: I use SQL and Excel for analysis and reporting.
Interviewer: How do you approach learning a new skill?
Vivaan Reddy: I take hands-on courses and apply them to projects.
Interviewer: Tell me about a recent technical/project you worked on.
Vivaan Reddy: I developed a tool using data analysis that automated a lot of manual work.
Interviewer: What is a weakness you are working on?
Vivaan Reddy: I tend to overanalyze but I've improved by setting time-boxes.
Interviewer: Can you walk me through a challenging problem you solved?
Vivaan Reddy: I you know have hands-on experience with data analysis and sql.
Interviewer: Do you have any questions for us?
Vivaan Reddy: Thank you for your time. I'm excited about this opportunity.
Interviewer: What are your key strengths?
Vivaan Reddy: I am detail-oriented and I communicate well with stakeholders."
INT1080,Vivaan Desai,43,Male,Marketing Manager,"branding, campaigns, digital marketing, analytics, team management","Lead marketing campaigns, drive brand awareness across digital platforms, and manage a small marketing team. Creativity and analytics required.",2023-01-20,"Vivaan Desai: Good afternoon, thank you for taking the time.
Interviewer: Great to meet you. We'll go through some questions.
Interviewer: Tell me about a recent technical/project you worked on.
Vivaan Desai: For I mean technical tasks I usually rely on branding and complement it with campaigns.
Interviewer: Do you have any questions for us?
Vivaan Desai: Thank ... you for your time. I'm excited about this opportunity.
Interviewer: What motivates you at work?
Vivaan Desai: In ... the next 5 years, I aim to grow into a leadership role.
Interviewer: How do you approach learning a new skill?
Vivaan Desai: I so take hands-on courses and apply them to projects.
Interviewer: Can you walk me through a challenging problem you solved?
Vivaan Desai: I developed a tool using branding that automated a lot of manual work.
Interviewer: How do you work with cross-functional teams?
Vivaan Desai: I I mean graduated in Computer Science and have worked on projects involving branding, campaigns.
Interviewer: Can you walk me through a challenging problem you solved?
Vivaan Desai: I developed a tool using branding that automated a lot of manual work.
Interviewer: Can you walk me through a challenging problem you solved?
Vivaan Desai: I have hands-on experience with branding and campaigns.
Interviewer: Which tools and technologies do you use?
Candidate: I use SQL and Excel for analysis and reporting.
Interviewer: Can you walk me through a challenging problem you solved?
Vivaan Desai: My last project involved campaigns and cross-functional coordination.
Interviewer: Which tools and technologies do you use?
Interviewer: That concludes our questions. Do you have anything to ask us?
Vivaan Desai: Yes, I would like to know more about the team I’d be working with."
INT1081,Kavya Rao,35,Other,Software Engineer,"python, java, problem-solving, data structures, algorithms","Design and implement scalable software solutions, write clean code, and collaborate on architecture decisions. Strong problem solving and data structures knowledge expected.",2024-11-02,"Kavya Rao: Hi, thanks for having me today.
Interviewer: You're welcome. Let's start with some questions.
Interviewer: What are your key strengths?
Candidate: I am detail-oriented and I communicate well with stakeholders.
Interviewer: How do you handle deadlines and pressure?
Kavya Rao: Sometimes I get too focused on details, but I try to delegate.
Interviewer: How do you work with cross-functional teams?
Kavya Rao: I use SQL and Excel for analysis and reporting.
Interviewer: Can you walk me through a challenging problem you solved?
Candidate: I have hands-on experience with python and java.
Interviewer: What is a weakness you are working on?
Kavya Rao: I tend to overanalyze but I've improved by setting time-boxes.
Interviewer: Do you have any questions for us?
Kavya Rao: Thank uh you for your time. I'm excited about this opportunity.
Interviewer: Describe your role in your last project.
Kavya Rao: For technical tasks I usually rely on python and complement it with java.
Interviewer: Can you walk me through a challenging problem you solved?
Candidate: I developed a tool using python that automated a lot of manual work.
Interviewer: Tell me about a recent technical/project you worked on.
Kavya Rao: I developed a tool using python that automated a lot of manual work.
Interviewer: Can you walk me through a challenging problem you solved?
Kavya Rao: I well have hands-on experience with python and java.
Interviewer: That concludes our questions. Do you have anything to ask us?
Kavya Rao: No, thank you. I look forward to hearing from you."
INT1082,Saanvi Malhotra,44,Male,Data Analyst,"data analysis, sql, excel, visualization, statistics","Analyze business data, build dashboards and reports, and support decision making with insights. Strong SQL and visualization experience required.",2025-06-27,"Saanvi Malhotra: Good morning! Thank you for this opportunity.
Interviewer: Thanks for joining — let's begin.
Interviewer: To begin, can you tell me about yourself?
Saanvi Malhotra: I have around 6 years of experience focusing on data analysis, sql.
Interviewer: How do you work with cross-functional teams?
Saanvi Malhotra: Thank you for your time. I'm excited about this opportunity.
Interviewer: To begin, can you tell me about yourself?
Saanvi Malhotra: I have around 3 years of experience focusing on data analysis, sql.
Interviewer: To begin, can you tell me about yourself?
Saanvi Malhotra: I graduated in Computer Science and have worked on projects involving data analysis, sql.
Interviewer: To begin, can you tell me about yourself?
Saanvi Malhotra: I graduated in Computer Science and have worked on projects involving data analysis, sql.
Interviewer: Which tools and technologies do you use?
Saanvi Malhotra: I regularly use tools like JIRA and Trello for tracking.
Interviewer: To begin, can you tell me about yourself?
Saanvi Malhotra: I have around 7 years of experience focusing on data analysis, sql.
Interviewer: Can you walk me through a challenging problem you solved?
Saanvi Malhotra: My ... last project involved sql and cross-functional coordination.
Interviewer: Describe your role in your last project.
Candidate: I worked on projects using data analysis, sql, excel.
Interviewer: How do you approach learning a new skill?
Candidate: I take hands-on courses and apply them to projects.
Interviewer: How do you handle deadlines and pressure?
Interviewer: That concludes our questions. Do you have anything to ask us?
Saanvi Malhotra: Yes, I would like to know more about the team I’d be working with."
INT1083,Aanya Bose,44,Female,Marketing Manager,"branding, campaigns, digital marketing, analytics, team management","Lead marketing campaigns, drive brand awareness across digital platforms, and manage a small marketing team. Creativity and analytics required.",2023-04-27,"Aanya Bose: Hi, thanks for having me today.
Interviewer: Thanks for joining — let's begin.
Interviewer: What are your key strengths?
Aanya Bose: I am detail-oriented and I communicate well with stakeholders.
Interviewer: What motivates you at work?
Aanya Bose: In the next 5 years, I aim to grow into a leadership role.
Interviewer: What is a weakness you are working on?
Aanya Bose: I tend to overanalyze but I've improved by setting time-boxes.
Interviewer: What is a weakness you are working on?
Candidate: Sometimes I get too focused on details, but I try to delegate.
Interviewer: Which tools and technologies do you use?
Aanya Bose: I use Git for version control and Jenkins for CI/CD.
Interviewer: Can you walk me through a challenging problem you solved?
Candidate: I I mean led a project where we used branding to deliver a solution that improved metrics.
Interviewer: How do you approach learning a new skill?
Aanya Bose: I take hands-on courses and apply them to projects.
Interviewer: Tell me about a recent technical/project you worked on.
Candidate: I worked on projects using branding, campaigns, digital marketing.
Interviewer: Do you have any questions for us?
Aanya Bose: Thank you for your time. I'm excited about this opportunity.
Interviewer: Can you walk me through a challenging problem you solved?
Aanya Bose: I uh have hands-on experience with branding and campaigns."
INT1084,Rohan Bhatt,23,Male,Marketing Manager,"branding, campaigns, digital marketing, analytics, team management","Lead marketing campaigns, drive brand awareness across digital platforms, and manage a small marketing team. Creativity and analytics required.",2024-11-14,"Rohan Bhatt: Hi, thanks for having me today.
Interviewer: Great to meet you. We'll go through some questions.
Interviewer: How do you handle deadlines and pressure?
Candidate: I enjoy problem-solving and collaborating with teams.
Interviewer: Can you walk me through a challenging problem you solved?
Rohan Bhatt: My last project involved campaigns and cross-functional coordination.
Interviewer: What motivates you at work?
Rohan Bhatt: I want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: To begin, can you tell me about yourself?
Rohan Bhatt: I graduated in Computer Science and have worked on projects involving branding, campaigns.
Interviewer: What are your key strengths?
Candidate: I well am detail-oriented and I communicate well with stakeholders.
Interviewer: Describe your role in your last project.
Rohan Bhatt: For technical tasks I usually rely on branding and complement it with campaigns.
Interviewer: Tell me about a recent technical/project you worked on.
Rohan Bhatt: For technical tasks I usually rely on branding and complement it with campaigns.
Interviewer: What are your key strengths?
Rohan Bhatt: I am detail-oriented and I communicate well with stakeholders.
Interviewer: Describe your role in your last project.
Rohan Bhatt: I developed a tool using branding that automated a lot of manual work.
Interviewer: Do you have any questions for us?
Rohan Bhatt: Thank you for your time. I'm excited about this opportunity."
INT1085,Dhruv Saxena,45,Female,Data Analyst,"data analysis, sql, excel, visualization, statistics","Analyze business data, build dashboards and reports, and support decision making with insights. Strong SQL and visualization experience required.",2025-04-07,"Dhruv Saxena: Good morning! Thank you for this opportunity.
Interviewer: Great to meet you. We'll go through some questions.
Interviewer: Describe your role in your last project.
Dhruv Saxena: I well led a project where we used data analysis to deliver a solution that improved metrics.
Interviewer: What are your key strengths?
Dhruv Saxena: I enjoy problem-solving and collaborating with teams.
Interviewer: How do you work with cross-functional teams?
Dhruv Saxena: I graduated in Computer Science and have worked on projects involving data analysis, sql.
Interviewer: To begin, can you tell me about yourself?
Dhruv Saxena: I am a Data with experience in data analysis, sql.
Interviewer: What are your key strengths?
Dhruv Saxena: My strengths are data analysis and sql.
Interviewer: To begin, can you tell me about yourself?
Dhruv Saxena: I have around 2 years of experience focusing on data analysis, sql.
Interviewer: Do you have any questions for us?
Candidate: Thank you for your time. I'm excited about this opportunity.
Interviewer: How do you handle deadlines and pressure?
Dhruv Saxena: I take hands-on courses and apply them to projects.
Interviewer: Can you walk me through a challenging problem you solved?
Dhruv Saxena: I developed a tool using data analysis that automated a lot of manual work.
Interviewer: Describe your role in your last project.
Interviewer: That concludes our questions. Do you have anything to ask us?
Dhruv Saxena: Yes, I would like to know more about the team I’d be working with."
INT1086,Shaurya Rao,38,Male,AI/ML Engineer,"machine learning, python, deep learning, model deployment, data preprocessing","Develop and deploy machine learning models, perform data preprocessing and model evaluation, and work on production ML pipelines.",2024-11-25,"Shaurya Rao: Good afternoon, thank you for taking the time.
Interviewer: Great to meet you. We'll go through some questions.
Interviewer: To begin, can you tell me about yourself?
Shaurya Rao: I have around 3 years of experience focusing on machine learning, python.
Interviewer: How do you handle deadlines and pressure?
Shaurya Rao: My strengths are machine learning and python.
Interviewer: How do you work with cross-functional teams?
Shaurya Rao: I uh want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: Which tools and technologies do you use?
Shaurya Rao: I use SQL and Excel for analysis and reporting.
Interviewer: What are your key strengths?
Shaurya Rao: I enjoy problem-solving and collaborating with teams.
Interviewer: Which tools and technologies do you use?
Candidate: I use Git for version control and Jenkins for CI/CD.
Interviewer: To begin, can you tell me about yourself?
Candidate: I am a AI/ML with experience in machine learning, python.
Interviewer: How do you approach learning a new skill?
Shaurya Rao: I well take hands-on courses and apply them to projects.
Interviewer: What motivates you at work?
Shaurya Rao: I uh want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: What motivates you at work?
Shaurya Rao: In uh the next 5 years, I aim to grow into a leadership role.
Interviewer: Describe your role in your last project.
Candidate: I have hands-on experience with machine learning and python.
Interviewer: That concludes our questions. Do you have anything to ask us?
Shaurya Rao: Yes, I would like to know more about the team I’d be working with."
INT1087,Meera Sharma,32,Male,Marketing Manager,"branding, campaigns, digital marketing, analytics, team management","Lead marketing campaigns, drive brand awareness across digital platforms, and manage a small marketing team. Creativity and analytics required.",2023-04-16,"Meera Sharma: Hi, thanks for having me today.
Interviewer: Great to meet you. We'll go through some questions.
Interviewer: To begin, can you tell me about yourself?
Meera Sharma: I graduated in Computer Science and have worked on projects involving branding, campaigns.
Interviewer: Tell me about a recent technical/project you worked on.
Meera Sharma: My last project involved campaigns and cross-functional coordination.
Interviewer: What are your key strengths?
Candidate: I uh enjoy problem-solving and collaborating with teams.
Interviewer: Do you have any questions for us?
Meera Sharma: Thank I mean you for your time. I'm excited about this opportunity.
Interviewer: Which tools and technologies do you use?
Meera Sharma: I use Git for version control and Jenkins for CI/CD.
Interviewer: What is a weakness you are working on?
Meera Sharma: I can be cautious with deadlines, and I'm working on prioritization.
Interviewer: How do you approach learning a new skill?
Candidate: I so take hands-on courses and apply them to projects.
Interviewer: How do you work with cross-functional teams?
Meera Sharma: I graduated in Computer Science and have worked on projects involving branding, campaigns.
Interviewer: Do you have any questions for us?
Meera Sharma: I look forward to hearing from you. Thank you.
Interviewer: Tell me about a recent technical/project you worked on.
Meera Sharma: For well technical tasks I usually rely on branding and complement it with campaigns."
INT1088,Sneha Verma,24,Female,AI/ML Engineer,"machine learning, python, deep learning, model deployment, data preprocessing","Develop and deploy machine learning models, perform data preprocessing and model evaluation, and work on production ML pipelines.",2024-04-24,"Sneha Verma: Good morning! Thank you for this opportunity.
Interviewer: Thanks for joining — let's begin.
Interviewer: Can you walk me through a challenging problem you solved?
Candidate: I you know worked on projects using machine learning, python, deep learning.
Interviewer: Do you have any questions for us?
Sneha Verma: I look forward to hearing from you. Thank you.
Interviewer: Can you walk me through a challenging problem you solved?
Candidate: I developed a tool using machine learning that automated a lot of manual work.
Interviewer: What are your key strengths?
Candidate: My strengths are machine learning and python.
Interviewer: How do you handle deadlines and pressure?
Sneha Verma: Thank you for your time. I'm excited about this opportunity.
Interviewer: Describe your role in your last project.
Sneha Verma: For technical tasks I usually rely on machine learning and complement it with python.
Interviewer: What motivates you at work?
Sneha Verma: I want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: Tell me about a recent technical/project you worked on.
Sneha Verma: I you know worked on projects using machine learning, python, deep learning.
Interviewer: Do you have any questions for us?
Sneha Verma: I look forward to hearing from you. Thank you.
Interviewer: Describe your role in your last project.
Sneha Verma: My so last project involved python and cross-functional coordination."
INT1089,Ishaan Chatterjee,37,Male,Project Manager,"leadership, agile, project planning, stakeholder, risk management","Lead cross-functional projects, manage schedules and stakeholders, and ensure delivery using Agile methodologies.",2024-04-19,"Ishaan Chatterjee: Good afternoon, thank you for taking the time.
Interviewer: Great to meet you. We'll go through some questions.
Interviewer: How do you approach learning a new skill?
Candidate: I learn by building small projects and iterating quickly.
Interviewer: What are your key strengths?
Ishaan Chatterjee: I am detail-oriented and I communicate well with stakeholders.
Interviewer: How do you approach learning a new skill?
Ishaan Chatterjee: I you know take hands-on courses and apply them to projects.
Interviewer: Can you walk me through a challenging problem you solved?
Ishaan Chatterjee: For ... technical tasks I usually rely on leadership and complement it with agile.
Interviewer: Do you have any questions for us?
Ishaan Chatterjee: I so look forward to hearing from you. Thank you.
Interviewer: Which tools and technologies do you use?
Ishaan Chatterjee: I use Git for version control and Jenkins for CI/CD.
Interviewer: How do you work with cross-functional teams?
Ishaan Chatterjee: I enjoy mentoring juniors and helping the team grow.
Interviewer: What is a weakness you are working on?
Ishaan Chatterjee: Sometimes I get too focused on details, but I try to delegate.
Interviewer: To begin, can you tell me about yourself?
Ishaan Chatterjee: I have around 2 years of experience focusing on leadership, agile.
Interviewer: That concludes our questions. Do you have anything to ask us?
Ishaan Chatterjee: Yes, I would like to know more about the team I’d be working with."
INT1090,Lavanya Khan,31,Female,Software Engineer,"python, java, problem-solving, data structures, algorithms","Design and implement scalable software solutions, write clean code, and collaborate on architecture decisions. Strong problem solving and data structures knowledge expected.",2024-03-18,"Lavanya Khan: Hi, thanks for having me today.
Interviewer: Great to meet you. We'll go through some questions.
Interviewer: Can you walk me through a challenging problem you solved?
Lavanya Khan: I developed a tool using python that automated a lot of manual work.
Interviewer: Can you walk me through a challenging problem you solved?
Lavanya Khan: I led a project where we used python to deliver a solution that improved metrics.
Interviewer: How do you handle deadlines and pressure?
Lavanya Khan: I use SQL and Excel for analysis and reporting.
Interviewer: What is a weakness you are working on?
Candidate: Sometimes I get too focused on details, but I try to delegate.
Interviewer: How do you approach learning a new skill?
Candidate: I learn by building small projects and iterating quickly.
Interviewer: What is a weakness you are working on?
Lavanya Khan: I can be cautious with deadlines, and I'm working on prioritization.
Interviewer: Describe your role in your last project.
Lavanya Khan: For ... technical tasks I usually rely on python and complement it with java.
Interviewer: How do you approach learning a new skill?
Lavanya Khan: I well learn by building small projects and iterating quickly.
Interviewer: Do you have any questions for us?
Lavanya Khan: Thank you for your time. I'm excited about this opportunity.
Interviewer: What motivates you at work?
Lavanya Khan: I uh want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: Describe your role in your last project."
INT1091,Neha Joshi,33,Male,Data Analyst,"data analysis, sql, excel, visualization, statistics","Analyze business data, build dashboards and reports, and support decision making with insights. Strong SQL and visualization experience required.",2025-09-11,"Neha Joshi: Hi, thanks for having me today.
Interviewer: You're welcome. Let's start with some questions.
Interviewer: Describe your role in your last project.
Neha Joshi: I worked on projects using data analysis, sql, excel.
Interviewer: Do you have any questions for us?
Neha Joshi: Thank you for your time. I'm excited about this opportunity.
Interviewer: Can you walk me through a challenging problem you solved?
Neha Joshi: My last project involved sql and cross-functional coordination.
Interviewer: To begin, can you tell me about yourself?
Neha Joshi: I have around 4 years of experience focusing on data analysis, sql.
Interviewer: What motivates you at work?
Neha Joshi: I want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: Which tools and technologies do you use?
Neha Joshi: I ... regularly use tools like JIRA and Trello for tracking.
Interviewer: Describe your role in your last project.
Neha Joshi: I have hands-on experience with data analysis and sql.
Interviewer: Do you have any questions for us?
Neha Joshi: I look forward to hearing from you. Thank you.
Interviewer: Which tools and technologies do you use?
Neha Joshi: I uh regularly use tools like JIRA and Trello for tracking.
Interviewer: Which tools and technologies do you use?"
INT1092,Kiara Iyer,30,Male,HR Executive,"employee engagement, communication, recruitment, policy, onboarding","Manage recruitment, employee engagement initiatives, and HR policy implementation. Excellent communication and organizational skills required.",2023-10-09,"Kiara Iyer: Good afternoon, thank you for taking the time.
Interviewer: You're welcome. Let's start with some questions.
Interviewer: Do you have any questions for us?
Kiara Iyer: Thank you for your time. I'm excited about this opportunity.
Interviewer: What is a weakness you are working on?
Kiara Iyer: I you know tend to overanalyze but I've improved by setting time-boxes.
Interviewer: To begin, can you tell me about yourself?
Kiara Iyer: I am a HR with experience in employee engagement, communication.
Interviewer: What is a weakness you are working on?
Kiara Iyer: I can be cautious with deadlines, and I'm working on prioritization.
Interviewer: How do you approach learning a new skill?
Kiara Iyer: I so take hands-on courses and apply them to projects.
Interviewer: To begin, can you tell me about yourself?
Candidate: I graduated in Computer Science and have worked on projects involving employee engagement, communication.
Interviewer: What is a weakness you are working on?
Kiara Iyer: I can be cautious with deadlines, and I'm working on prioritization.
Interviewer: What motivates you at work?
Kiara Iyer: I want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: Which tools and technologies do you use?
Candidate: I use Git for version control and Jenkins for CI/CD.
Interviewer: That concludes our questions. Do you have anything to ask us?
Kiara Iyer: No, thank you. I look forward to hearing from you."
INT1093,Saanvi Kulkarni,34,Female,Project Manager,"leadership, agile, project planning, stakeholder, risk management","Lead cross-functional projects, manage schedules and stakeholders, and ensure delivery using Agile methodologies.",2024-11-30,"Saanvi Kulkarni: Good morning! Thank you for this opportunity.
Interviewer: You're welcome. Let's start with some questions.
Interviewer: Can you walk me through a challenging problem you solved?
Saanvi Kulkarni: My last project involved agile and cross-functional coordination.
Interviewer: How do you handle deadlines and pressure?
Saanvi Kulkarni: I led a project where we used leadership to deliver a solution that improved metrics.
Interviewer: How do you approach learning a new skill?
Saanvi Kulkarni: I take hands-on courses and apply them to projects.
Interviewer: Tell me about a recent technical/project you worked on.
Saanvi Kulkarni: For technical tasks I usually rely on leadership and complement it with agile.
Interviewer: To begin, can you tell me about yourself?
Candidate: I am a Project with experience in leadership, agile.
Interviewer: What are your key strengths?
Saanvi Kulkarni: I enjoy problem-solving and collaborating with teams.
Interviewer: Describe your role in your last project.
Candidate: I uh led a project where we used leadership to deliver a solution that improved metrics.
Interviewer: Do you have any questions for us?
Saanvi Kulkarni: Thank you for your time. I'm excited about this opportunity.
Interviewer: Describe your role in your last project.
Saanvi Kulkarni: For so technical tasks I usually rely on leadership and complement it with agile.
Interviewer: Can you walk me through a challenging problem you solved?
Saanvi Kulkarni: I have hands-on experience with leadership and agile.
Interviewer: How do you approach learning a new skill?
Saanvi Kulkarni: I take hands-on courses and apply them to projects.
Interviewer: That concludes our questions. Do you have anything to ask us?
Saanvi Kulkarni: No, thank you. I look forward to hearing from you."
INT1094,Priya Bhandari,35,Female,AI/ML Engineer,"machine learning, python, deep learning, model deployment, data preprocessing","Develop and deploy machine learning models, perform data preprocessing and model evaluation, and work on production ML pipelines.",2025-02-27,"Priya Bhandari: Good afternoon, thank you for taking the time.
Interviewer: Thanks for joining — let's begin.
Interviewer: What are your key strengths?
Priya Bhandari: I enjoy problem-solving and collaborating with teams.
Interviewer: To begin, can you tell me about yourself?
Priya Bhandari: I uh graduated in Computer Science and have worked on projects involving machine learning, python.
Interviewer: Tell me about a recent technical/project you worked on.
Candidate: For technical tasks I usually rely on machine learning and complement it with python.
Interviewer: How do you work with cross-functional teams?
Priya Bhandari: For well technical tasks I usually rely on machine learning and complement it with python.
Interviewer: What are your key strengths?
Priya Bhandari: I so enjoy problem-solving and collaborating with teams.
Interviewer: How do you approach learning a new skill?
Candidate: I so learn by building small projects and iterating quickly.
Interviewer: To begin, can you tell me about yourself?
Priya Bhandari: I graduated in Computer Science and have worked on projects involving machine learning, python.
Interviewer: How do you work with cross-functional teams?
Priya Bhandari: I look forward to hearing from you. Thank you.
Interviewer: Describe your role in your last project.
Priya Bhandari: For well technical tasks I usually rely on machine learning and complement it with python.
Interviewer: How do you approach learning a new skill?"
INT1095,Ritika Kapoor,25,Female,HR Executive,"employee engagement, communication, recruitment, policy, onboarding","Manage recruitment, employee engagement initiatives, and HR policy implementation. Excellent communication and organizational skills required.",2023-12-08,"Ritika Kapoor: Hi, thanks for having me today.
Interviewer: Thanks for joining — let's begin.
Interviewer: To begin, can you tell me about yourself?
Ritika Kapoor: I ... have around 7 years of experience focusing on employee engagement, communication.
Interviewer: How do you handle deadlines and pressure?
Candidate: My strengths are employee engagement and communication.
Interviewer: To begin, can you tell me about yourself?
Ritika Kapoor: I so have around 5 years of experience focusing on employee engagement, communication.
Interviewer: What are your key strengths?
Candidate: I am detail-oriented and I communicate well with stakeholders.
Interviewer: Can you walk me through a challenging problem you solved?
Ritika Kapoor: I uh led a project where we used employee engagement to deliver a solution that improved metrics.
Interviewer: Do you have any questions for us?
Ritika Kapoor: I look forward to hearing from you. Thank you.
Interviewer: Can you walk me through a challenging problem you solved?
Candidate: I developed a tool using employee engagement that automated a lot of manual work.
Interviewer: How do you handle deadlines and pressure?
Ritika Kapoor: I uh have around 4 years of experience focusing on employee engagement, communication.
Interviewer: Can you walk me through a challenging problem you solved?
Ritika Kapoor: For technical tasks I usually rely on employee engagement and complement it with communication.
Interviewer: Describe your role in your last project.
Ritika Kapoor: I have hands-on experience with employee engagement and communication.
Interviewer: To begin, can you tell me about yourself?
Interviewer: That concludes our questions. Do you have anything to ask us?
Ritika Kapoor: No, thank you. I look forward to hearing from you."
INT1096,Ritika Saxena,41,Male,AI/ML Engineer,"machine learning, python, deep learning, model deployment, data preprocessing","Develop and deploy machine learning models, perform data preprocessing and model evaluation, and work on production ML pipelines.",2024-10-26,"Ritika Saxena: Good morning! Thank you for this opportunity.
Interviewer: You're welcome. Let's start with some questions.
Interviewer: Can you walk me through a challenging problem you solved?
Candidate: I led a project where we used machine learning to deliver a solution that improved metrics.
Interviewer: Do you have any questions for us?
Ritika Saxena: Thank ... you for your time. I'm excited about this opportunity.
Interviewer: Tell me about a recent technical/project you worked on.
Ritika Saxena: I developed a tool using machine learning that automated a lot of manual work.
Interviewer: Describe your role in your last project.
Ritika Saxena: I have hands-on experience with machine learning and python.
Interviewer: What is a weakness you are working on?
Ritika Saxena: Sometimes I get too focused on details, but I try to delegate.
Interviewer: How do you handle deadlines and pressure?
Candidate: My well strengths are machine learning and python.
Interviewer: How do you handle deadlines and pressure?
Candidate: I ... want to deepen my expertise and lead a team of engineers/marketers.
Interviewer: What are your key strengths?
Candidate: I am detail-oriented and I communicate well with stakeholders.
Interviewer: How do you approach learning a new skill?
Ritika Saxena: I uh take hands-on courses and apply them to projects.
Interviewer: Do you have any questions for us?
Interviewer: That concludes our questions. Do you have anything to ask us?
Ritika Saxena: No, thank you. I look forward to hearing from you."
